Name,Financial Status,Fulfillment Status,Taxes,Total,Discount Amount,Created_at (UTC),Lineitem quantity,Lineitem price,Cancelled at,Payment Method,Refunded Amount,Location,Source,Lineitem name,Day,Day_Type,Hour,Month,Horario_correcto
MX29-1757,paid,fulfilled,248.28,1800.0,0.0,07/01/2018 18:34:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda A,pos,MOLEMAN,Domingo,Fin de Semana,18,Enero,True
MX29-1758,paid,fulfilled,248.28,1800.0,0.0,07/01/2018 18:52:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,SEYMOUR,Domingo,Fin de Semana,18,Enero,True
MX29-1759,paid,fulfilled,248.28,1800.0,0.0,07/01/2018 18:59:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MARTIN,Domingo,Fin de Semana,18,Enero,True
MX29-1760,paid,fulfilled,248.28,1800.0,0.0,07/01/2018 19:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,WOODY,Domingo,Fin de Semana,19,Enero,True
MX29-1761,paid,fulfilled,248.28,1800.0,0.0,07/01/2018 19:42:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Domingo,Fin de Semana,19,Enero,True
MX29-1762,paid,fulfilled,248.28,1800.0,0.0,07/01/2018 19:55:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Domingo,Fin de Semana,19,Enero,True
MX29-1779,partially_refunded,fulfilled,248.28,1800.0,0.0,08/01/2018 18:08:00,1,1799.99,No cancelado,Cash,151.0,Tienda A,pos,SEYMOUR,Lunes,Entre Semana,18,Enero,True
MX29-1780,paid,fulfilled,248.28,1800.0,0.0,08/01/2018 18:42:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK,Lunes,Entre Semana,18,Enero,True
MX29-1784,paid,fulfilled,248.28,1800.0,0.0,09/01/2018 18:29:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS,Martes,Entre Semana,18,Enero,True
MX29-1785,paid,fulfilled,248.28,1800.0,0.0,09/01/2018 18:34:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,RUDYARD,Martes,Entre Semana,18,Enero,True
MX29-1786,paid,fulfilled,248.28,1800.0,0.0,09/01/2018 18:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR,Martes,Entre Semana,18,Enero,True
MX29-1787,paid,fulfilled,517.24,3750.0,0.0,09/01/2018 19:14:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK,Martes,Entre Semana,19,Enero,True
MX29-1799,paid,fulfilled,468.97,3400.0,0.0,11/01/2018 18:24:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Jueves,Entre Semana,18,Enero,True
MX29-1800,paid,fulfilled,23.45,170.0,0.0,11/01/2018 18:45:00,1,70.0,No cancelado,External Credit,0.0,Tienda A,pos,Polanco,Jueves,Entre Semana,18,Enero,True
MX29-1804,paid,fulfilled,248.28,1800.0,0.0,12/01/2018 18:51:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,DARIA,Viernes,Fin de Semana,18,Enero,True
MX29-1805,paid,fulfilled,248.28,1800.0,0.0,12/01/2018 19:27:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,ALDOUS,Viernes,Fin de Semana,19,Enero,True
MX29-1813,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 18:41:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,DARIA,Sábado,Fin de Semana,18,Enero,True
MX29-1814,paid,fulfilled,496.55,3600.0,0.0,13/01/2018 19:05:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Sábado,Fin de Semana,19,Enero,True
MX29-1815,paid,fulfilled,227.58,1650.0,150.0,13/01/2018 19:31:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Sábado,Fin de Semana,19,Enero,True
MX29-1816,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 19:35:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,RAMIREZ,Sábado,Fin de Semana,19,Enero,True
MX29-1817,partially_refunded,fulfilled,248.27,1800.0,0.0,13/01/2018 19:40:00,1,1799.99,No cancelado,Gift Card,150.0,Tienda A,pos,SEYMOUR,Sábado,Fin de Semana,19,Enero,True
MX29-1818,paid,fulfilled,227.58,1650.0,150.0,13/01/2018 19:47:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR,Sábado,Fin de Semana,19,Enero,True
MX29-1819,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 19:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Sábado,Fin de Semana,19,Enero,True
MX29-1820,paid,fulfilled,227.58,1650.0,150.0,13/01/2018 19:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,RUDYARD,Sábado,Fin de Semana,19,Enero,True
MX29-1830,paid,fulfilled,248.28,1800.0,0.0,14/01/2018 19:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ESQUIVEL,Domingo,Fin de Semana,19,Enero,True
MX29-1845,paid,fulfilled,0.0,0.0,1800.0,15/01/2018 18:35:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,DARIA,Lunes,Entre Semana,18,Enero,True
MX29-1855,partially_refunded,fulfilled,248.28,1800.0,0.0,18/01/2018 18:45:00,1,1799.99,No cancelado,External Credit,300.0,Tienda A,pos,PARKS,Jueves,Entre Semana,18,Enero,True
MX29-1856,partially_refunded,fulfilled,248.28,1800.0,0.0,18/01/2018 19:41:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,ESQUIVEL,Jueves,Entre Semana,19,Enero,True
MX29-1857,paid,fulfilled,517.24,3750.0,0.0,18/01/2018 19:50:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,CHAVELA,Jueves,Entre Semana,19,Enero,True
MX29-1858,paid,fulfilled,248.28,1800.0,0.0,18/01/2018 19:53:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,WALTER,Jueves,Entre Semana,19,Enero,True
MX29-1865,paid,fulfilled,468.97,3400.0,0.0,19/01/2018 19:22:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,ESQUIVEL,Viernes,Fin de Semana,19,Enero,True
MX29-1866,paid,fulfilled,96.55,700.0,0.0,19/01/2018 19:51:00,1,700.0,No cancelado,Cash,0.0,Tienda A,pos,Clipon,Viernes,Fin de Semana,19,Enero,True
MX29-1878,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 18:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR,Sábado,Fin de Semana,18,Enero,True
MX29-1879,paid,fulfilled,151.72,1100.0,1800.0,20/01/2018 18:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR,Sábado,Fin de Semana,18,Enero,True
MX29-1880,paid,fulfilled,234.48,1700.0,100.0,20/01/2018 19:02:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,SEYMOUR,Sábado,Fin de Semana,19,Enero,True
MX29-1881,paid,fulfilled,227.58,1650.0,150.0,20/01/2018 19:45:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,RAMIREZ,Sábado,Fin de Semana,19,Enero,True
MX29-1895,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 18:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,RUDYARD,Domingo,Fin de Semana,18,Enero,True
MX29-1896,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 19:05:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,BARRAGAN,Domingo,Fin de Semana,19,Enero,True
MX29-1897,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 19:31:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ESQUIVEL,Domingo,Fin de Semana,19,Enero,True
MX29-1898,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 19:38:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Domingo,Fin de Semana,19,Enero,True
MX29-1906,paid,fulfilled,253.79,1840.0,0.0,22/01/2018 18:49:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Lunes,Entre Semana,18,Enero,True
MX29-1907,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 18:53:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,ESQUIVEL,Lunes,Entre Semana,18,Enero,True
MX29-1928,partially_refunded,fulfilled,344.83,2500.0,0.0,25/01/2018 18:22:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,ALDOUS,Jueves,Entre Semana,18,Enero,True
MX29-1929,paid,fulfilled,248.28,1800.0,0.0,25/01/2018 18:42:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,MARTIN,Jueves,Entre Semana,18,Enero,True
MX29-1930,paid,fulfilled,344.83,2500.0,0.0,25/01/2018 19:34:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,ALDOUS,Jueves,Entre Semana,19,Enero,True
MX29-1942,refunded,unfulfilled,248.28,1800.0,0.0,26/01/2018 18:29:00,1,1799.99,26/1/2018,Cash,1800.0,Tienda A,pos,ESQUIVEL,Viernes,Fin de Semana,18,Enero,True
MX29-1943,paid,fulfilled,248.28,1800.0,0.0,26/01/2018 18:32:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ESQUIVEL,Viernes,Fin de Semana,18,Enero,True
MX29-1955,paid,fulfilled,248.28,1800.0,0.0,27/01/2018 18:17:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,STANLEY,Sábado,Fin de Semana,18,Enero,True
MX29-1956,paid,fulfilled,234.48,1700.0,100.0,27/01/2018 18:31:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,DARIA,Sábado,Fin de Semana,18,Enero,True
MX29-1957,paid,fulfilled,0.0,1650.0,150.0,27/01/2018 18:35:00,1,1800.0,No cancelado,External Credit,0.0,Tienda A,pos,Tarjeta de Regalo Anti,Sábado,Fin de Semana,18,Enero,True
MX29-1958,paid,fulfilled,0.0,0.0,1800.0,27/01/2018 19:21:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,WOODY,Sábado,Fin de Semana,19,Enero,True
MX29-1959,paid,fulfilled,248.28,1800.0,0.0,27/01/2018 19:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR,Sábado,Fin de Semana,19,Enero,True
MX29-1978,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 18:59:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LUCAS,Domingo,Fin de Semana,18,Enero,True
MX29-1979,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 19:05:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,BARRAGAN,Domingo,Fin de Semana,19,Enero,True
MX29-1980,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 19:15:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,MOLEMAN,Domingo,Fin de Semana,19,Enero,True
MX29-1981,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 19:40:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,BARRAGAN,Domingo,Fin de Semana,19,Enero,True
MX29-1982,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 19:48:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR,Domingo,Fin de Semana,19,Enero,True
MX29-1994,paid,fulfilled,248.28,1800.0,0.0,29/01/2018 19:11:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Lunes,Entre Semana,19,Enero,True
MX29-2001,paid,fulfilled,248.28,1800.0,0.0,30/01/2018 18:15:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Martes,Entre Semana,18,Enero,True
